predictor,trace,instructions,branches,conditional_branches,predictions,extra_cycles,p1_p2_disagreements,p1_p2_disagreements_at_end,mispredictions,p1_latency,p2_latency,energy_per_instruction
gshareN,web_94,38999983,8444681,6391384,4798456,165712,0,0,165712,0.976667,0.976667,70
gshareN,infra_34,39000015,9011377,6886437,4644409,135424,0,0,135424,0.976667,0.976667,70
gshareN,specjbb-48g-ir1000-msjdk11-64k.4880_0,24222715,4543668,3272306,2993230,291043,0,0,291043,0.976667,0.976667,69
gshareN,gmsh-1.12469_0,12020330,1579397,1309223,1009630,100855,0,0,100855,0.976667,0.976667,49
gshareN,java16-specjbb-64k-bigmem_1126,20103484,3571226,2765148,2419693,206929,0,0,206929,0.976667,0.976667,68
gshareN,int_37,39000043,5914900,5744845,3990147,255834,0,0,255834,0.976667,0.976667,60
gshareN,ren-db-shootout-jdk11.3274_0,24184529,4815125,3460861,3393911,402212,0,0,402212,0.976667,0.976667,78
gshareN,flightdm-5.7254_0,12020330,2450557,1527620,1925662,78006,0,0,78006,0.976667,0.976667,79
gshareN,554-roms-1_62613,21032545,416102,358498,729741,15115,0,0,15115,0.976667,0.976667,15
gshareN,brotli-1.6219_0,12023437,1763581,1526696,1051361,82882,0,0,82882,0.976667,0.976667,53
gshareN,web_97,38999747,7491997,5612003,4873676,176522,0,0,176522,0.976667,0.976667,68
gshareN,nodejs-cluster_6968,25060615,5150499,3536173,3333159,104576,0,0,104576,0.976667,0.976667,70
gshareN,snappy-unit_431,31331238,5235546,3980040,4101622,218621,0,0,218621,0.976667,0.976667,68
gshareN,astcenc-1.39311_0,12023437,1272254,992550,1033783,130154,0,0,130154,0.976667,0.976667,47
gshareN,int_74,39000049,7708222,5522349,5365077,536954,0,0,536954,0.976667,0.976667,76
gshareN,omnetpp-1.13962_0,12020330,2521932,1643115,1671284,88901,0,0,88901,0.976667,0.976667,73
gshareN,xz-2.22921_0,12023437,2613655,2326145,1485545,123984,0,0,123984,0.976667,0.976667,78
gshareN,infra_65,39000015,9448214,5772578,7430711,325157,0,0,325157,0.976667,0.976667,95
gshareN,548-exchange2-1_207156,22029013,2924969,2734226,1927284,186605,0,0,186605,0.976667,0.976667,53
gshareN,compress_44,40000000,9907543,9886297,9849306,19217,0,0,19217,0.976667,0.976667,130
gshareN,ren-reactors-jdk17.6007_0,24250814,4323340,3385368,2549265,154346,0,0,154346,0.976667,0.976667,61
gshareN,specjbb-32g-ir5000-jdk17-64k.4891_0,24353618,4743529,3323125,3439725,300441,0,0,300441,0.976667,0.976667,76
gshareN,gmsh-1.30841_0,12090980,2321039,2089507,1396068,471192,0,0,471192,0.976667,0.976667,82
gshareN,ren-page-rank-jdk17.4820_0,24053315,4764270,3421514,2975623,165767,0,0,165767,0.976667,0.976667,68
gshareN,531-deepsjeng-1_53703,40000000,4855792,4102986,3491112,413928,0,0,413928,0.976667,0.976667,50
gshareN,roms-1.109375_0,12020330,560122,453240,646053,3579,0,0,3579,0.976667,0.976667,24
gshareN,nab-2.5470_0,12101459,1921031,1689377,1308820,176916,0,0,176916,0.976667,0.976667,65
gshareN,web_174,18999057,3600582,2944118,2166838,206848,0,0,206848,0.976667,0.976667,68
gshareN,python3-pyperf-mako_2447,21600775,4541779,3046862,2954682,150698,0,0,150698,0.976667,0.976667,73
gshareN,gap-pr-silkroad.1803_0,20034530,3366460,2724886,3017399,259449,0,0,259449,0.976667,0.976667,78
gshareN,tomcat-wrk2-shuffle.696_0,20010099,3842629,3039780,2123221,169035,0,0,169035,0.976667,0.976667,64
gshareN,java16-specjbb-64k-ir1000.33193_0,21241481,3677295,2890493,2132904,241207,0,0,241207,0.976667,0.976667,60
gshareN,java16-specjbb-4k.23837_0,21044474,2852429,2169370,2095902,116116,0,0,116116,0.976667,0.976667,53
gshareN,specjbb-32g-ir5000-jdk17-64k.5030_0,24316398,4562907,3465404,2974611,308721,0,0,308721,0.976667,0.976667,70
gshareN,ren-db-shootout-jdk11.4017_0,24071016,4284137,3591076,2478206,233841,0,0,233841,0.976667,0.976667,63
gshareN,557-xz-all_129777,23041823,3363367,2933183,1961174,263646,0,0,263646,0.976667,0.976667,54
gshareN,lua-3.25585_0,12072338,2395729,1615741,1838528,17220,0,0,17220,0.976667,0.976667,76
gshareN,int_210,39000051,6000021,5073089,4172126,649048,0,0,649048,0.976667,0.976667,64
gshareN,int_98,39000049,8957497,6920088,5460100,293863,0,0,293863,0.976667,0.976667,80
gshareN,dcapo-tomcat-jdk11.9509_0,24804969,4508046,3427405,3176334,220367,0,0,220367,0.976667,0.976667,70
gshareN,web_45,39000023,8526298,6050713,5763939,433137,0,0,433137,0.976667,0.976667,80
gshareN,541-leela-1_110755,22032634,2831520,2614085,2002633,601184,0,0,601184,0.976667,0.976667,60
gshareN,infra_46,39000015,9836291,6319051,7059634,318436,0,0,318436,0.976667,0.976667,93
gshareN,dcapo-h2o-ai-jdk11.18311_0,24265626,4303977,3908285,2201423,150925,0,0,150925,0.976667,0.976667,59
gshareN,dcapo-kafka-jdk8.524_0,24071219,4580714,3692877,2521029,175579,0,0,175579,0.976667,0.976667,63
gshareN,int_32,40000000,5102581,4599725,3431045,450444,0,0,450444,0.976667,0.976667,52
gshareN,int_158,39000051,10706060,8795471,5767302,257432,0,0,257432,0.976667,0.976667,90
gshareN,ns3-1.1349_0,12020330,2372372,1500200,1507768,85967,0,0,85967,0.976667,0.976667,66
gshareN,nodejs-cluster_10177,29060828,5861013,3856096,3930950,172694,0,0,172694,0.976667,0.976667,71
gshareN,505-mcf-1_14364,21532610,2503458,2330259,1705594,223910,0,0,223910,0.976667,0.976667,48
gshareN,compress_47,40000000,5307534,4900691,3042909,231107,0,0,231107,0.976667,0.976667,47
gshareN,compress_41,40000000,5806602,5011852,4252855,298865,0,0,298865,0.976667,0.976667,59
gshareN,505-mcf-1_45923,21528983,5326648,4878505,3207855,872820,0,0,872820,0.976667,0.976667,102
gshareN,int_156,39000051,9698056,8736771,5105246,206893,0,0,206893,0.976667,0.976667,82
gshareN,xz-1.2163_0,12020330,1736346,1444511,1392086,175628,0,0,175628,0.976667,0.976667,66
gshareN,web_13,38999812,6424548,4803027,4039630,341216,0,0,341216,0.976667,0.976667,59
gshareN,tomcat-wrk2-textrotate.3211_0,20010099,4390404,3222373,2549012,155964,0,0,155964,0.976667,0.976667,73
gshareN,voronoi-boost-polygon_590,21029015,3915511,2720022,2618975,291156,0,0,291156,0.976667,0.976667,69
gshareN,java16-specjbb-4k.1060_0,21090808,3476963,2908404,1937985,222010,0,0,222010,0.976667,0.976667,57
gshareN,fp_13,39000015,6831724,6297189,5371065,782395,0,0,782395,0.976667,0.976667,81
gshareN,fp_28,39000015,588384,584196,1290455,36345,0,0,36345,0.976667,0.976667,14
gshareN,infra_58,21011637,4866366,2919841,3900442,43622,0,0,43622,0.976667,0.976667,89
gshareN,int_44,38999708,5918093,5052002,3035225,538489,0,0,538489,0.976667,0.976667,52
gshareN,gmsh-5.4132_0,12186273,987266,789956,784002,139821,0,0,139821,0.976667,0.976667,37
gshareN,tomcat-wrk2-panel.3289_0,21128093,3754742,2348684,3025974,179170,0,0,179170,0.976667,0.976667,72
gshareN,media_5,19000046,2091734,1344724,1708121,31785,0,0,31785,0.976667,0.976667,43
gshareN,508-namd-1_126793,21032551,1092882,945253,1175122,64031,0,0,64031,0.976667,0.976667,28
gshareN,rust-fasta-25M.612_0,24236459,6474647,5243751,3782908,310297,0,0,310297,0.976667,0.976667,95
gshareN,mlpack-1.43027_0,12020330,1667221,1195417,1063132,29377,0,0,29377,0.976667,0.976667,47
gshareN,python3-pyperf-dulwich.2000_0,23866799,4666864,3070643,3102215,155090,0,0,155090,0.976667,0.976667,69
gshareN,gcc-1.52513_0,12020330,2691258,2039371,1808031,156632,0,0,156632,0.976667,0.976667,84
gshareN,compress_7,40000000,5357931,4672736,3402120,179387,0,0,179387,0.976667,0.976667,49
gshareN,web_99,38999991,11326786,8546665,6610397,80558,0,0,80558,0.976667,0.976667,93
gshareN,web_81,38999580,7955366,5828187,5338443,256303,0,0,256303,0.976667,0.976667,74
gshareN,544-nab-1_133464,21029007,3693762,3423732,2361777,410458,0,0,410458,0.976667,0.976667,72
gshareN,diamond-1.35035_0,12024477,659752,548594,707682,21022,0,0,21022,0.976667,0.976667,28
gshareN,int_48,39000047,6575648,6321198,4108019,218161,0,0,218161,0.976667,0.976667,63
gshareN,sampleflow-1.127768_0,12020801,1651985,1582293,1369376,160898,0,0,160898,0.976667,0.976667,65
gshareN,minizinc-3.654_0,12024371,2314104,1835285,1641871,164254,0,0,164254,0.976667,0.976667,77
gshareN,fp_21,29000051,2111837,1243863,1696232,50711,0,0,50711,0.976667,0.976667,28
gshareN,int_11,40000000,3173054,2753345,2492446,299187,0,0,299187,0.976667,0.976667,35
gshareN,media_1,19000047,1431842,1001333,1221543,72185,0,0,72185,0.976667,0.976667,32
gshareN,web_8,38999954,8542189,6077862,5816525,435117,0,0,435117,0.976667,0.976667,81
gshareN,tomcat-wrk2-textrotate.1722_0,20010099,5285456,4213957,2875721,153347,0,0,153347,0.976667,0.976667,86
gshareN,llvm-2.25945_0,12024371,2512399,1784312,1690433,141773,0,0,141773,0.976667,0.976667,77
gshareN,voronoi-cgal_3253,21032605,3737077,2237242,2693190,162877,0,0,162877,0.976667,0.976667,65
gshareN,web_139,13999772,2572899,2125254,1505322,143426,0,0,143426,0.976667,0.976667,65
gshareN,diamond-1.23658_0,12023437,2442046,2262710,1285925,213547,0,0,213547,0.976667,0.976667,74
gshareN,gem5-3.7111_0,12039805,2367089,1553436,1503743,71020,0,0,71020,0.976667,0.976667,66
gshareN,int_197,39000051,2299408,1670831,1858349,85738,0,0,85738,0.976667,0.976667,24
gshareN,java16-specjbb-64k-bigmem-ir1000.41720_0,21041037,5172515,3844756,2669398,94893,0,0,94893,0.976667,0.976667,74
gshareN,julia-agents-hk.9184_0,24111433,5535837,3482241,4070169,387324,0,0,387324,0.976667,0.976667,88
gshareN,llvm-2.17926_0,12020330,2654642,1876167,1774473,144294,0,0,144294,0.976667,0.976667,81
gshareN,mysql-oltp-ro_4718,17727098,2278677,1397363,1743696,111083,0,0,111083,0.976667,0.976667,49
gshareN,web_114,38999649,7967712,5762979,5377517,424551,0,0,424551,0.976667,0.976667,76
gshareN,ns3-2.15775_0,12316491,2369765,1479361,1544936,71165,0,0,71165,0.976667,0.976667,65
gshareN,infra_95,40000000,7590809,6394660,3852838,306576,0,0,306576,0.976667,0.976667,61
gshareN,mysql-oltp-rw_7250,20136466,3053127,2143539,2228768,162882,0,0,162882,0.976667,0.976667,59
gshareN,gap-bc-coauthors_1971,20033297,4607094,4548966,2831760,202749,0,0,202749,0.976667,0.976667,89
gshareN,infra_81,40000000,7057861,5801692,3679139,358571,0,0,358571,0.976667,0.976667,58
gshareN,lua-1.25018_0,12020330,2369345,1619512,1928715,18867,0,0,18867,0.976667,0.976667,79
gshareN,nodejs-childprocess_5866,40000000,6403446,4254999,4581663,204344,0,0,204344,0.976667,0.976667,59
gshareN,abc-3.3561_0,12020330,1874646,1428027,1649710,9298,0,0,9298,0.976667,0.976667,67
gshareN,int_86,40000000,8197671,6312767,4973459,127652,0,0,127652,0.976667,0.976667,69
gshareN,web_26,39000014,8127921,6368053,4949857,274648,0,0,274648,0.976667,0.976667,72
gshareN,int_43,38998376,6547059,5396338,3516726,527907,0,0,527907,0.976667,0.976667,58
gshareN,int_55,39000051,5600491,3990596,3750654,101352,0,0,101352,0.976667,0.976667,51
gshareN,minizinc-4.5398_0,12021363,2014751,1657326,1293306,119592,0,0,119592,0.976667,0.976667,63
gshareN,highs-2.91059_0,12023437,2458417,2338645,1651993,103492,0,0,103492,0.976667,0.976667,82
gshareN,compress_28,40000000,4802098,4379092,3413814,89901,0,0,89901,0.976667,0.976667,47
gshareN,infra_75,39000015,9947416,6415352,6135863,25323,0,0,25323,0.976667,0.976667,81
gshareN,rust-regex-redux-25M.6955_0,24055829,4846322,3675379,2948883,135557,0,0,135557,0.976667,0.976667,69
gshareN,int_117,39000051,7267193,6587085,6137600,108477,0,0,108477,0.976667,0.976667,82
gshareN,tesseract-2.91_0,12051339,2488119,1946414,1428505,101552,0,0,101552,0.976667,0.976667,70
gshareN,int_176,40000000,9065731,7099438,5849547,337849,0,0,337849,0.976667,0.976667,82
gshareN,web_80,38999601,8649808,6022210,5829819,402817,0,0,402817,0.976667,0.976667,81
gshareN,web_176,19000056,4342901,3076859,1801357,51959,0,0,51959,0.976667,0.976667,60
gshareN,h3geo-1.221409_0,12020330,3049757,2246565,1609694,59270,0,0,59270,0.976667,0.976667,78
gshareN,dcapo-h2-huge-jdk17.26940_0,24103066,4669009,3309061,2807853,237741,0,0,237741,0.976667,0.976667,66
gshareN,java-hash-code.7599_0,22041441,2840658,2608584,1191030,206157,0,0,206157,0.976667,0.976667,40
gshareN,502-gcc-all_16112,23029393,5364565,4459474,3530108,336065,0,0,336065,0.976667,0.976667,89
gshareN,java16-specjbb-64k-ir1000.19011_0,21367188,4186804,3446588,2253382,193848,0,0,193848,0.976667,0.976667,65
gshareN,julia-agents-sugarscape.28819_0,26404277,5906747,3787246,4267794,263805,0,0,263805,0.976667,0.976667,83
gshareN,llvm-2.35413_0,12023437,2549818,1778932,1820279,211328,0,0,211328,0.976667,0.976667,83
gshareN,vpr-2.18764_0,12067084,2566401,1878383,1591786,178688,0,0,178688,0.976667,0.976667,77
gshareN,521-wrf-1_53624,21983792,3513648,2596188,2120939,158372,0,0,158372,0.976667,0.976667,55
gshareN,lua-1.7412_0,12020330,2368904,1621643,1920682,20126,0,0,20126,0.976667,0.976667,78
gshareN,ren-par-mnemonics-jdk19-sveoff.175_0,24374837,4930507,3772140,3417758,404810,0,0,404810,0.976667,0.976667,80
gshareN,nodejs-http2_4818,24791592,4954201,3248606,3359982,230189,0,0,230189,0.976667,0.976667,72
gshareN,nodejs-streams_62455,23113567,4336817,3020331,3044681,220605,0,0,220605,0.976667,0.976667,70
gshareN,dcapo-sunflow-jdk17.100_0,24196236,4348874,3194100,2851856,234498,0,0,234498,0.976667,0.976667,66
gshareN,java16-dacapo-tradebeans-small_3649,21138139,4265578,2731811,2916180,195461,0,0,195461,0.976667,0.976667,72
gshareN,nest-1.1681_0,12020330,872798,744972,867709,131261,0,0,131261,0.976667,0.976667,39
gshareN,gap-sssp-usroad.287_0,24202195,4201857,3832504,2115995,552338,0,0,552338,0.976667,0.976667,63
gshareN,abc-2.9228_0,12020330,1870473,1645993,1227145,195295,0,0,195295,0.976667,0.976667,63
gshareN,kd-2.556_0,12147321,3079855,2584434,2498108,370651,0,0,370651,0.976667,0.976667,119
gshareN,526-blender-1_85073,21032586,3235698,2636220,1918833,292761,0,0,292761,0.976667,0.976667,57
gshareN,lua-3.19933_0,12074950,2395089,1618170,1830508,17274,0,0,17274,0.976667,0.976667,75
gshareN,ren-finagle-chirper-jdk17.2761_0,25217419,4553233,3253522,2886197,344088,0,0,344088,0.976667,0.976667,65
gshareN,int_87,40000000,6725368,5021282,3604375,48309,0,0,48309,0.976667,0.976667,51
gshareN,web_130,38999924,7524652,5458399,5115397,429008,0,0,429008,0.976667,0.976667,72
gshareN,web_101,38999723,8319774,6002420,5302118,248310,0,0,248310,0.976667,0.976667,74
gshareN,nodejs-https_3936,23282225,4334178,2843262,2990710,183758,0,0,183758,0.976667,0.976667,67
gshareN,infra_32,39000015,9209090,6806761,4687681,75361,0,0,75361,0.976667,0.976667,69
gshareN,ren-rx-scrabble-jdk17.949_0,24142505,4204158,3090618,2736446,230258,0,0,230258,0.976667,0.976667,63
gshareN,int_13,39000051,6181414,4147408,4430053,110441,0,0,110441,0.976667,0.976667,58
gshareN,snappy-bm-zflatall_435,24031218,2738621,2463608,1665908,365286,0,0,365286,0.976667,0.976667,45
gshareN,ren-reactors-jdk17.15692_0,24039521,4199529,3449685,1915395,5059,0,0,5059,0.976667,0.976667,50
gshareN,simpoint-1.87314_0,12020330,2443998,2392420,1878722,188380,0,0,188380,0.976667,0.976667,91
gshareN,kd-1.867_0,12376869,2320747,1735456,1453248,163328,0,0,163328,0.976667,0.976667,68
gshareN,sqlite-1.48861_0,12020330,2405221,1699370,1582537,126336,0,0,126336,0.976667,0.976667,72
gshareN,int_62,40000000,5600175,3580391,5147660,254159,0,0,254159,0.976667,0.976667,62
gshareN,java15-dacapo-tradesoap-small_8971,24032766,4862486,3404203,3101147,148065,0,0,148065,0.976667,0.976667,70
gshareN,fp_11,39000015,3532716,3441209,3176767,71319,0,0,71319,0.976667,0.976667,43
never_taken,infra_22,39000015,8603674,5341815,5292710,0,0,0,2030972,0,0,0
never_taken,web_74,38999880,7592759,5498498,4223548,0,0,0,2129673,0,0,0
never_taken,xz-3.9139_0,12020330,2017963,1636913,1129212,0,0,0,748162,0,0,0
never_taken,minizinc-3.2615_0,12020330,2392038,1901193,1274967,0,0,0,784122,0,0,0
never_taken,int_145,38999986,7950777,6000454,4413452,0,0,0,2475650,0,0,0
never_taken,ntest-1.168389_0,12021689,1125566,696507,699878,0,0,0,270819,0,0,0
never_taken,nodejs-zlib_3279,24372402,4913498,3778394,2875746,0,0,0,1740684,0,0,0
never_taken,rsbench-1.730_0,12020330,1878857,1592730,1176955,0,0,0,890828,0,0,0
never_taken,web_205,13999869,2910301,2430106,1151997,0,0,0,673673,0,0,0
never_taken,nodejs-octane_3483,21042413,4929440,3567904,2558872,0,0,0,1218238,0,0,0
never_taken,infra_61,39000015,6854482,4917623,6364962,0,0,0,4428103,0,0,0
never_taken,fp_49,39000015,4194594,3367366,2667719,0,0,0,1840504,0,0,0
never_taken,zstd-1.19139_0,12020330,1401438,1318427,529488,0,0,0,446477,0,0,0
never_taken,nodejs-misc-util_7039,21029396,7007229,7006091,2336591,0,0,0,2335453,0,0,0
never_taken,web_94,38999983,8444681,6391384,4151654,0,0,0,2098365,0,0,0
never_taken,infra_34,39000015,9011377,6886437,3275787,0,0,0,1150847,0,0,0
never_taken,specjbb-48g-ir1000-msjdk11-64k.4880_0,24222715,4543668,3272306,2429777,0,0,0,1162767,0,0,0
never_taken,gmsh-1.12469_0,12020330,1579397,1309223,828100,0,0,0,557926,0,0,0
never_taken,java16-specjbb-64k-bigmem_1126,20103484,3571226,2765148,1969017,0,0,0,1163343,0,0,0
never_taken,int_37,39000043,5914900,5744845,2618057,0,0,0,2448010,0,0,0
never_taken,ren-db-shootout-jdk11.3274_0,24184529,4815125,3460861,2842686,0,0,0,1488990,0,0,0
never_taken,flightdm-5.7254_0,12020330,2450557,1527620,1634247,0,0,0,711351,0,0,0
never_taken,554-roms-1_62613,21032545,416102,358498,317017,0,0,0,259413,0,0,0
never_taken,brotli-1.6219_0,12023437,1763581,1526696,773083,0,0,0,536198,0,0,0
never_taken,web_97,38999747,7491997,5612003,4170439,0,0,0,2290721,0,0,0
never_taken,nodejs-cluster_6968,25060615,5150499,3536173,2791697,0,0,0,1181541,0,0,0
never_taken,snappy-unit_431,31331238,5235546,3980040,3142005,0,0,0,1886499,0,0,0
never_taken,astcenc-1.39311_0,12023437,1272254,992550,796044,0,0,0,516357,0,0,0
never_taken,int_74,39000049,7708222,5522349,4533872,0,0,0,2358623,0,0,0
never_taken,omnetpp-1.13962_0,12020330,2521932,1643115,1420264,0,0,0,541454,0,0,0
never_taken,xz-2.22921_0,12023437,2613655,2326145,1325669,0,0,0,1038159,0,0,0
never_taken,infra_65,39000015,9448214,5772578,6750147,0,0,0,3074511,0,0,0
never_taken,548-exchange2-1_207156,22029013,2924969,2734226,1451521,0,0,0,1260778,0,0,0
never_taken,compress_44,40000000,9907543,9886297,9831861,0,0,0,9810617,0,0,0
never_taken,ren-reactors-jdk17.6007_0,24250814,4323340,3385368,2119302,0,0,0,1181330,0,0,0
never_taken,specjbb-32g-ir5000-jdk17-64k.4891_0,24353618,4743529,3323125,2958880,0,0,0,1539538,0,0,0
never_taken,gmsh-1.30841_0,12090980,2321039,2089507,1014383,0,0,0,782851,0,0,0
never_taken,ren-page-rank-jdk17.4820_0,24053315,4764270,3421514,2447607,0,0,0,1104883,0,0,0
never_taken,531-deepsjeng-1_53703,40000000,4855792,4102986,2540076,0,0,0,1787270,0,0,0
never_taken,roms-1.109375_0,12020330,560122,453240,397109,0,0,0,290227,0,0,0
never_taken,nab-2.5470_0,12101459,1921031,1689377,1143041,0,0,0,911387,0,0,0
never_taken,web_174,18999057,3600582,2944118,1636895,0,0,0,982612,0,0,0
never_taken,python3-pyperf-mako_2447,21600775,4541779,3046862,2599972,0,0,0,1114220,0,0,0
never_taken,gap-pr-silkroad.1803_0,20034530,3366460,2724886,1445191,0,0,0,803617,0,0,0
never_taken,tomcat-wrk2-shuffle.696_0,20010099,3842629,3039780,1508573,0,0,0,712982,0,0,0
never_taken,java16-specjbb-64k-ir1000.33193_0,21241481,3677295,2890493,1536638,0,0,0,749921,0,0,0
never_taken,java16-specjbb-4k.23837_0,21044474,2852429,2169370,1616492,0,0,0,933433,0,0,0
never_taken,specjbb-32g-ir5000-jdk17-64k.5030_0,24316398,4562907,3465404,2437829,0,0,0,1343013,0,0,0
never_taken,ren-db-shootout-jdk11.4017_0,24071016,4284137,3591076,1761379,0,0,0,1078144,0,0,0
never_taken,557-xz-all_129777,23041823,3363367,2933183,1387820,0,0,0,957636,0,0,0
never_taken,lua-3.25585_0,12072338,2395729,1615741,1601318,0,0,0,821330,0,0,0
never_taken,int_210,39000051,6000021,5073089,3037328,0,0,0,2123251,0,0,0
never_taken,int_98,39000049,8957497,6920088,4718524,0,0,0,2792919,0,0,0
never_taken,dcapo-tomcat-jdk11.9509_0,24804969,4508046,3427405,2686149,0,0,0,1605581,0,0,0
never_taken,web_45,39000023,8526298,6050713,4965729,0,0,0,2491300,0,0,0
never_taken,541-leela-1_110755,22032634,2831520,2614085,1233717,0,0,0,1016282,0,0,0
never_taken,infra_46,39000015,9836291,6319051,6196383,0,0,0,2679405,0,0,0
never_taken,dcapo-h2o-ai-jdk11.18311_0,24265626,4303977,3908285,1516689,0,0,0,1121592,0,0,0
never_taken,dcapo-kafka-jdk8.524_0,24071219,4580714,3692877,2010742,0,0,0,1122968,0,0,0
never_taken,int_32,40000000,5102581,4599725,2820299,0,0,0,2359980,0,0,0
never_taken,int_158,39000051,10706060,8795471,5337873,0,0,0,3427284,0,0,0
never_taken,ns3-1.1349_0,12020330,2372372,1500200,1291066,0,0,0,418894,0,0,0
never_taken,nodejs-cluster_10177,29060828,5861013,3856096,3352420,0,0,0,1349506,0,0,0
never_taken,505-mcf-1_14364,21532610,2503458,2330259,1097237,0,0,0,924038,0,0,0
never_taken,compress_47,40000000,5307534,4900691,2349847,0,0,0,1943039,0,0,0
never_taken,compress_41,40000000,5806602,5011852,3635901,0,0,0,2841231,0,0,0
never_taken,505-mcf-1_45923,21528983,5326648,4878505,2420437,0,0,0,1972294,0,0,0
never_taken,int_156,39000051,9698056,8736771,4364102,0,0,0,3402817,0,0,0
never_taken,xz-1.2163_0,12020330,1736346,1444511,1110653,0,0,0,818818,0,0,0
never_taken,web_13,38999812,6424548,4803027,3109670,0,0,0,1490758,0,0,0
never_taken,tomcat-wrk2-textrotate.3211_0,20010099,4390404,3222373,2016744,0,0,0,854984,0,0,0
never_taken,voronoi-boost-polygon_590,21029015,3915511,2720022,2172855,0,0,0,977366,0,0,0
never_taken,java16-specjbb-4k.1060_0,21090808,3476963,2908404,1387733,0,0,0,820520,0,0,0
never_taken,fp_13,39000015,6831724,6297189,3886242,0,0,0,3351707,0,0,0
never_taken,fp_28,39000015,588384,584196,508794,0,0,0,504606,0,0,0
never_taken,infra_58,21011637,4866366,2919841,3563935,0,0,0,1650533,0,0,0
never_taken,int_44,38999708,5918093,5052002,2199946,0,0,0,1334348,0,0,0
never_taken,gmsh-5.4132_0,12186273,987266,789956,551018,0,0,0,353708,0,0,0
never_taken,tomcat-wrk2-panel.3289_0,21128093,3754742,2348684,2676139,0,0,0,1271615,0,0,0
never_taken,media_5,19000046,2091734,1344724,1322986,0,0,0,604149,0,0,0
never_taken,508-namd-1_126793,21032551,1092882,945253,751811,0,0,0,604182,0,0,0
never_taken,rust-fasta-25M.612_0,24236459,6474647,5243751,3069080,0,0,0,1838188,0,0,0
never_taken,mlpack-1.43027_0,12020330,1667221,1195417,845637,0,0,0,373833,0,0,0
never_taken,python3-pyperf-dulwich.2000_0,23866799,4666864,3070643,2705250,0,0,0,1112066,0,0,0
never_taken,gcc-1.52513_0,12020330,2691258,2039371,1543729,0,0,0,892541,0,0,0
never_taken,compress_7,40000000,5357931,4672736,2370813,0,0,0,1686839,0,0,0
never_taken,web_99,38999991,11326786,8546665,3331878,0,0,0,551791,0,0,0
never_taken,web_81,38999580,7955366,5828187,4575536,0,0,0,2449042,0,0,0
never_taken,544-nab-1_133464,21029007,3693762,3423732,2056909,0,0,0,1786879,0,0,0
never_taken,diamond-1.35035_0,12024477,659752,548594,394184,0,0,0,283026,0,0,0
never_taken,int_48,39000047,6575648,6321198,2733961,0,0,0,2479518,0,0,0
never_taken,sampleflow-1.127768_0,12020801,1651985,1582293,1104567,0,0,0,1034875,0,0,0
never_taken,minizinc-3.654_0,12024371,2314104,1835285,1248647,0,0,0,769828,0,0,0
never_taken,fp_21,29000051,2111837,1243863,1241776,0,0,0,386276,0,0,0
never_taken,int_11,40000000,3173054,2753345,1627937,0,0,0,1210798,0,0,0
never_taken,media_1,19000047,1431842,1001333,931817,0,0,0,501312,0,0,0
never_taken,web_8,38999954,8542189,6077862,5017631,0,0,0,2554444,0,0,0
never_taken,tomcat-wrk2-textrotate.1722_0,20010099,5285456,4213957,2494599,0,0,0,1423100,0,0,0
never_taken,llvm-2.25945_0,12024371,2512399,1784312,1455279,0,0,0,727204,0,0,0
never_taken,voronoi-cgal_3253,21032605,3737077,2237242,2333189,0,0,0,833354,0,0,0
never_taken,web_139,13999772,2572899,2125254,1116003,0,0,0,670257,0,0,0
never_taken,diamond-1.23658_0,12023437,2442046,2262710,1175329,0,0,0,995993,0,0,0
never_taken,gem5-3.7111_0,12039805,2367089,1553436,1269877,0,0,0,456224,0,0,0
never_taken,int_197,39000051,2299408,1670831,1151848,0,0,0,523744,0,0,0
never_taken,java16-specjbb-64k-bigmem-ir1000.41720_0,21041037,5172515,3844756,2509394,0,0,0,1181635,0,0,0
never_taken,julia-agents-hk.9184_0,24111433,5535837,3482241,3574490,0,0,0,1520971,0,0,0
never_taken,llvm-2.17926_0,12020330,2654642,1876167,1547244,0,0,0,768835,0,0,0
never_taken,mysql-oltp-ro_4718,17727098,2278677,1397363,1421172,0,0,0,539958,0,0,0
never_taken,web_114,38999649,7967712,5762979,4563755,0,0,0,2360280,0,0,0
never_taken,ns3-2.15775_0,12316491,2369765,1479361,1282078,0,0,0,391674,0,0,0
never_taken,infra_95,40000000,7590809,6394660,2667781,0,0,0,1471927,0,0,0
never_taken,mysql-oltp-rw_7250,20136466,3053127,2143539,1760014,0,0,0,850463,0,0,0
never_taken,gap-bc-coauthors_1971,20033297,4607094,4548966,2688576,0,0,0,2630448,0,0,0
never_taken,infra_81,40000000,7057861,5801692,2540563,0,0,0,1284627,0,0,0
never_taken,lua-1.25018_0,12020330,2369345,1619512,1642715,0,0,0,892882,0,0,0
never_taken,nodejs-childprocess_5866,40000000,6403446,4254999,4066637,0,0,0,1918304,0,0,0
never_taken,abc-3.3561_0,12020330,1874646,1428027,1437220,0,0,0,990601,0,0,0
never_taken,int_86,40000000,8197671,6312767,3976115,0,0,0,2108914,0,0,0
never_taken,web_26,39000014,8127921,6368053,4136929,0,0,0,2377081,0,0,0
never_taken,int_43,38998376,6547059,5396338,2886965,0,0,0,1738204,0,0,0
never_taken,int_55,39000051,5600491,3990596,2762199,0,0,0,1166134,0,0,0
