predictor,trace,instructions,branches,conditional_branches,predictions,extra_cycles,p1_p2_disagreements,p1_p2_disagreements_at_end,mispredictions,p1_latency,p2_latency,energy_per_instruction
bimodal,infra_22,39000015,8603674,5341815,7395571,206391,27856,19517,179237,0.54,0.956667,707
bimodal,web_74,38999880,7592759,5498498,6187998,550639,95131,53035,462811,0.54,0.956667,607
bimodal,xz-3.9139_0,12020330,2017963,1636913,1837323,277309,48491,29189,232668,0.54,0.956667,588
bimodal,minizinc-3.2615_0,12020330,2392038,1901193,2147807,405962,59285,34075,350892,0.54,0.956667,692
bimodal,int_145,38999986,7950777,6000454,6844986,922067,112004,64610,815890,0.54,0.956667,673
bimodal,ntest-1.168389_0,12021689,1125566,696507,1511570,188602,26697,12939,162462,0.54,0.956667,461
bimodal,nodejs-zlib_3279,24372402,4913498,3778394,4289229,383662,107263,60198,283161,0.54,0.956667,672
bimodal,rsbench-1.730_0,12020330,1878857,1592730,1888551,544999,118673,76754,439855,0.54,0.956667,612
bimodal,web_205,13999869,2910301,2430106,2041451,280033,65355,34035,220907,0.54,0.956667,574
bimodal,nodejs-octane_3483,21042413,4929440,3567904,3793805,260163,42431,23236,220605,0.54,0.956667,689
bimodal,infra_61,39000015,6854482,4917623,8409061,132681,23570,14660,109608,0.54,0.956667,796
bimodal,fp_49,39000015,4194594,3367366,4922810,221545,33619,17592,189419,0.54,0.956667,473
bimodal,zstd-1.19139_0,12020330,1401438,1318427,1212639,48565,6898,3550,41876,0.54,0.956667,392
bimodal,nodejs-misc-util_7039,21029396,7007229,7006091,4672288,251,215,215,36,0.54,0.956667,906
bimodal,web_94,38999983,8444681,6391384,6298081,376001,58645,33641,318739,0.54,0.956667,624
bimodal,infra_34,39000015,9011377,6886437,5536288,194186,37065,17125,157301,0.54,0.956667,555
bimodal,specjbb-48g-ir1000-msjdk11-64k.4880_0,24222715,4543668,3272306,3777732,384388,136888,74150,257846,0.54,0.956667,594
bimodal,gmsh-1.12469_0,12020330,1579397,1309223,1448548,132813,22467,11412,112686,0.54,0.956667,463
bimodal,java16-specjbb-64k-bigmem_1126,20103484,3571226,2765148,3205628,294309,76942,42940,222716,0.54,0.956667,607
bimodal,int_37,39000043,5914900,5744845,5036349,361453,60258,36972,303830,0.54,0.956667,509
bimodal,ren-db-shootout-jdk11.3274_0,24184529,4815125,3460861,4251174,493011,154889,84986,351766,0.54,0.956667,667
bimodal,flightdm-5.7254_0,12020330,2450557,1527620,2162652,123734,14690,7523,109872,0.54,0.956667,673
bimodal,554-roms-1_62613,21032545,416102,358498,1677068,15091,296,294,14797,0.54,0.956667,282
bimodal,brotli-1.6219_0,12023437,1763581,1526696,1469741,124470,18828,9567,106307,0.54,0.956667,474
bimodal,web_97,38999747,7491997,5612003,6195874,466539,61089,32131,407092,0.54,0.956667,608
bimodal,nodejs-cluster_6968,25060615,5150499,3536173,4214672,270711,175610,91665,103299,0.54,0.956667,634
bimodal,snappy-unit_431,31331238,5235546,3980040,4954963,402135,77354,46163,329447,0.54,0.956667,600
bimodal,astcenc-1.39311_0,12023437,1272254,992550,1591966,271790,47756,24271,234019,0.54,0.956667,497
bimodal,int_74,39000049,7708222,5522349,6799847,776602,191428,103425,598793,0.54,0.956667,661
bimodal,omnetpp-1.13962_0,12020330,2521932,1643115,2049002,193714,55890,28058,140840,0.54,0.956667,644
bimodal,xz-2.22921_0,12023437,2613655,2326145,1760913,193652,42066,26885,153666,0.54,0.956667,588
bimodal,infra_65,39000015,9448214,5772578,8995160,470620,80725,49233,393402,0.54,0.956667,854
bimodal,548-exchange2-1_207156,22029013,2924969,2734226,2662666,278358,6602,3200,272596,0.54,0.956667,471
bimodal,compress_44,40000000,9907543,9886297,14774309,26346,5522,3222,21201,0.54,0.956667,1373
bimodal,ren-reactors-jdk17.6007_0,24250814,4323340,3385368,3706731,396914,73000,26819,323921,0.54,0.956667,587
bimodal,specjbb-32g-ir5000-jdk17-64k.4891_0,24353618,4743529,3323125,4276182,389577,124016,67880,274861,0.54,0.956667,662
bimodal,gmsh-1.30841_0,12090980,2321039,2089507,1964454,551310,104875,49278,460388,0.54,0.956667,642
bimodal,ren-page-rank-jdk17.4820_0,24053315,4764270,3421514,3788848,299893,68719,37224,234687,0.54,0.956667,601
bimodal,531-deepsjeng-1_53703,40000000,4855792,4102986,5118437,612159,147439,76446,476918,0.54,0.956667,486
bimodal,roms-1.109375_0,12020330,560122,453240,1166082,3627,309,279,3329,0.54,0.956667,348
bimodal,nab-2.5470_0,12101459,1921031,1689377,1917753,306715,38726,19000,268565,0.54,0.956667,612
bimodal,web_174,18999057,3600582,2944118,2893425,271994,62815,32677,211788,0.54,0.956667,589
bimodal,python3-pyperf-mako_2447,21600775,4541779,3046862,3902345,244953,71031,38320,178768,0.54,0.956667,680
bimodal,gap-pr-silkroad.1803_0,20034530,3366460,2724886,3431692,785573,24424,11860,761150,0.54,0.956667,657
bimodal,tomcat-wrk2-shuffle.696_0,20010099,3842629,3039780,2729614,296913,67793,38861,232629,0.54,0.956667,532
bimodal,java16-specjbb-64k-ir1000.33193_0,21241481,3677295,2890493,2860703,309798,53954,27458,259412,0.54,0.956667,520
bimodal,java16-specjbb-4k.23837_0,21044474,2852429,2169370,2902434,198726,22225,13258,176504,0.54,0.956667,521
bimodal,specjbb-32g-ir5000-jdk17-64k.5030_0,24316398,4562907,3465404,3801345,407130,131510,71629,285520,0.54,0.956667,600
bimodal,ren-db-shootout-jdk11.4017_0,24071016,4284137,3591076,3347823,515702,92200,56167,428414,0.54,0.956667,544
bimodal,557-xz-all_129777,23041823,3363367,2933183,2803572,384330,88928,53405,302763,0.54,0.956667,475
bimodal,lua-3.25585_0,12072338,2395729,1615741,2200290,38721,22073,19597,16664,0.54,0.956667,678
bimodal,int_210,39000051,6000021,5073089,5755197,928660,173822,96840,768709,0.54,0.956667,566
bimodal,int_98,39000049,8957497,6920088,7320221,768675,113907,63943,665252,0.54,0.956667,720
bimodal,dcapo-tomcat-jdk11.9509_0,24804969,4508046,3427405,4267819,502615,131191,76685,379851,0.54,0.956667,652
bimodal,web_45,39000023,8526298,6050713,6953864,674400,135825,71180,546423,0.54,0.956667,680
bimodal,541-leela-1_110755,22032634,2831520,2614085,2821046,625789,94054,46889,542008,0.54,0.956667,498
bimodal,infra_46,39000015,9836291,6319051,8858706,388450,53817,37798,336493,0.54,0.956667,847
bimodal,dcapo-h2o-ai-jdk11.18311_0,24265626,4303977,3908285,2902894,229902,49576,29466,183708,0.54,0.956667,479
bimodal,dcapo-kafka-jdk8.524_0,24071219,4580714,3692877,3637154,286000,53804,34492,234971,0.54,0.956667,584
bimodal,int_32,40000000,5102581,4599725,5307152,756290,129542,67838,633870,0.54,0.956667,513
bimodal,int_158,39000051,10706060,8795471,7983579,634324,57640,30230,580949,0.54,0.956667,796
bimodal,ns3-1.1349_0,12020330,2372372,1500200,1917189,139354,64583,35165,77743,0.54,0.956667,599
bimodal,nodejs-cluster_10177,29060828,5861013,3856096,5001925,481148,315825,183396,178475,0.54,0.956667,646
bimodal,505-mcf-1_14364,21532610,2503458,2330259,2443440,386350,65323,33645,321201,0.54,0.956667,439
bimodal,compress_47,40000000,5307534,4900691,4911172,356562,38122,22045,319796,0.54,0.956667,477
bimodal,compress_41,40000000,5806602,5011852,5454017,463043,94061,60463,375102,0.54,0.956667,527
bimodal,505-mcf-1_45923,21528983,5326648,4878505,3791682,990661,187643,94519,836431,0.54,0.956667,712
bimodal,int_156,39000051,9698056,8736771,6918447,759446,105130,52499,658002,0.54,0.956667,705
bimodal,xz-1.2163_0,12020330,1736346,1444511,1973087,232876,33078,17041,200239,0.54,0.956667,622
bimodal,web_13,38999812,6424548,4803027,5496866,457169,146681,79654,320328,0.54,0.956667,537
bimodal,tomcat-wrk2-textrotate.3211_0,20010099,4390404,3222373,3212186,288281,73339,40953,218268,0.54,0.956667,618
bimodal,voronoi-boost-polygon_590,21029015,3915511,2720022,3499497,458886,91543,48338,372649,0.54,0.956667,630
bimodal,java16-specjbb-4k.1060_0,21090808,3476963,2908404,2625063,279478,58450,33316,226743,0.54,0.956667,487
bimodal,fp_13,39000015,6831724,6297189,6476836,1118625,162763,84756,960717,0.54,0.956667,646
bimodal,fp_28,39000015,588384,584196,2679539,44813,7917,4246,37641,0.54,0.956667,244
bimodal,infra_58,21011637,4866366,2919841,4678289,281733,5907,3489,275854,0.54,0.956667,826
bimodal,int_44,38999708,5918093,5052002,4760608,733846,103560,49531,630554,0.54,0.956667,479
bimodal,gmsh-5.4132_0,12186273,987266,789956,1334872,192210,33629,16623,159985,0.54,0.956667,409
bimodal,tomcat-wrk2-panel.3289_0,21128093,3754742,2348684,3836548,252674,88919,48024,169311,0.54,0.956667,671
bimodal,media_5,19000046,2091734,1344724,2467068,132121,28869,15391,104407,0.54,0.956667,477
bimodal,508-namd-1_126793,21032551,1092882,945253,2006841,123901,32401,16038,91680,0.54,0.956667,350
bimodal,rust-fasta-25M.612_0,24236459,6474647,5243751,5336048,401501,47868,25744,353728,0.54,0.956667,856
bimodal,mlpack-1.43027_0,12020330,1667221,1195417,1463037,86625,7770,4010,79895,0.54,0.956667,461
bimodal,python3-pyperf-dulwich.2000_0,23866799,4666864,3070643,4087584,281274,100536,54775,187084,0.54,0.956667,643
bimodal,gcc-1.52513_0,12020330,2691258,2039371,2198262,258636,53117,29259,208972,0.54,0.956667,703
bimodal,compress_7,40000000,5357931,4672736,4514704,317392,33458,19159,284183,0.54,0.956667,437
bimodal,web_99,38999991,11326786,8546665,6840213,173369,26976,16274,148913,0.54,0.956667,683
bimodal,web_81,38999580,7955366,5828187,6493883,443815,90053,54298,359225,0.54,0.956667,636
bimodal,544-nab-1_133464,21029007,3693762,3423732,3421574,603967,87580,45763,518751,0.54,0.956667,635
bimodal,diamond-1.35035_0,12024477,659752,548594,1051743,28956,7881,4333,21107,0.54,0.956667,323
bimodal,int_48,39000047,6575648,6321198,5233806,467987,61117,43070,409377,0.54,0.956667,533
bimodal,sampleflow-1.127768_0,12020801,1651985,1582293,1703559,217520,7245,4015,210746,0.54,0.956667,553
bimodal,minizinc-3.654_0,12024371,2314104,1835285,2099413,386710,56768,31853,333637,0.54,0.956667,675
bimodal,fp_21,29000051,2111837,1243863,3072941,243083,6919,3728,236644,0.54,0.956667,384
bimodal,int_11,40000000,3173054,2753345,4196880,486150,39169,17496,450587,0.54,0.956667,393
bimodal,media_1,19000047,1431842,1001333,2147313,157789,33920,19546,125433,0.54,0.956667,412
bimodal,web_8,38999954,8542189,6077862,6970148,629164,132637,71789,505198,0.54,0.956667,681
bimodal,tomcat-wrk2-textrotate.1722_0,20010099,5285456,4213957,3916141,314786,50091,26656,268220,0.54,0.956667,760
bimodal,llvm-2.25945_0,12024371,2512399,1784312,2074368,199516,69742,36671,134047,0.54,0.956667,657
bimodal,voronoi-cgal_3253,21032605,3737077,2237242,3409034,259862,56052,27759,209662,0.54,0.956667,604
bimodal,web_139,13999772,2572899,2125254,2040867,197821,44500,23777,155307,0.54,0.956667,566
bimodal,diamond-1.23658_0,12023437,2442046,2262710,1799105,262995,43413,21486,220141,0.54,0.956667,599
bimodal,gem5-3.7111_0,12039805,2367089,1553436,1838699,117161,37295,19955,82025,0.54,0.956667,578
bimodal,int_197,39000051,2299408,1670831,3616460,144821,30114,17035,115911,0.54,0.956667,337
bimodal,java16-specjbb-64k-bigmem-ir1000.41720_0,21041037,5172515,3844756,3202304,204222,19344,11003,185197,0.54,0.956667,598
bimodal,julia-agents-hk.9184_0,24111433,5535837,3482241,4814230,447917,172445,95427,291856,0.54,0.956667,747
bimodal,llvm-2.17926_0,12020330,2654642,1876167,2196524,190300,52107,27897,141059,0.54,0.956667,695
bimodal,mysql-oltp-ro_4718,17727098,2278677,1397363,2418509,236076,159953,92802,86019,0.54,0.956667,502
bimodal,web_114,38999649,7967712,5762979,6581759,602646,145112,78443,468616,0.54,0.956667,644
bimodal,ns3-2.15775_0,12316491,2369765,1479361,1909948,129220,58352,33824,72812,0.54,0.956667,582
bimodal,infra_95,40000000,7590809,6394660,5157946,534734,208406,118457,338185,0.54,0.956667,508
bimodal,mysql-oltp-rw_7250,20136466,3053127,2143539,2926862,249159,144507,79853,117252,0.54,0.956667,544
bimodal,gap-bc-coauthors_1971,20033297,4607094,4548966,3160125,230888,61622,31555,169266,0.54,0.956667,642
bimodal,infra_81,40000000,7057861,5801692,4983045,504697,172976,91794,344000,0.54,0.956667,489
bimodal,lua-1.25018_0,12020330,2369345,1619512,2203617,25012,4114,2356,20898,0.54,0.956667,684
bimodal,nodejs-childprocess_5866,40000000,6403446,4254999,6265321,331198,122895,67873,215089,0.54,0.956667,583
bimodal,abc-3.3561_0,12020330,1874646,1428027,1683211,13365,800,479,12565,0.54,0.956667,534
bimodal,int_86,40000000,8197671,6312767,6467188,461335,19672,9878,442028,0.54,0.956667,622
bimodal,web_26,39000014,8127921,6368053,6300107,648436,147939,88924,507079,0.54,0.956667,624
bimodal,int_43,38998376,6547059,5396338,5222775,796186,134491,65540,663786,0.54,0.956667,524
bimodal,int_55,39000051,5600491,3990596,5071508,213231,19799,10365,194060,0.54,0.956667,489
bimodal,minizinc-4.5398_0,12021363,2014751,1657326,1685342,207801,26029,16368,182793,0.54,0.956667,544
bimodal,highs-2.91059_0,12023437,2458417,2338645,1903829,161605,22856,12448,138895,0.54,0.956667,632
bimodal,compress_28,40000000,4802098,4379092,4663438,232115,19373,10222,213639,0.54,0.956667,450
bimodal,infra_75,39000015,9947416,6415352,7111246,44335,8383,4538,35954,0.54,0.956667,686
bimodal,rust-regex-redux-25M.6955_0,24055829,4846322,3675379,4017269,333625,32231,17003,301670,0.54,0.956667,639
bimodal,int_117,39000051,7267193,6587085,6704978,250319,38008,20707,214714,0.54,0.956667,668
bimodal,tesseract-2.91_0,12051339,2488119,1946414,1948192,198088,37014,19174,162796,0.54,0.956667,624
bimodal,int_176,40000000,9065731,7099438,7591469,835561,132586,69477,711074,0.54,0.956667,729
bimodal,web_80,38999601,8649808,6022210,6926583,610096,125496,67214,491536,0.54,0.956667,676
bimodal,web_176,19000056,4342901,3076859,2985369,58548,5405,3174,53283,0.54,0.956667,599
bimodal,h3geo-1.221409_0,12020330,3049757,2246565,1989738,104673,17853,9295,86927,0.54,0.956667,640
bimodal,dcapo-h2-huge-jdk17.26940_0,24103066,4669009,3309061,3562963,371926,138231,75274,241981,0.54,0.956667,565
bimodal,java-hash-code.7599_0,22041441,2840658,2608584,2028324,414399,150437,120300,263965,0.54,0.956667,371
bimodal,502-gcc-all_16112,23029393,5364565,4459474,4277280,517680,89389,48505,435674,0.54,0.956667,723
bimodal,java16-specjbb-64k-ir1000.19011_0,21367188,4186804,3446588,2876987,314983,126744,71165,197172,0.54,0.956667,530
bimodal,julia-agents-sugarscape.28819_0,26404277,5906747,3787246,5203009,388336,124061,70691,273715,0.54,0.956667,738
bimodal,llvm-2.35413_0,12023437,2549818,1778932,2173374,241419,107363,58328,142729,0.54,0.956667,686
bimodal,vpr-2.18764_0,12067084,2566401,1878383,2039201,350406,38916,18534,313066,0.54,0.956667,655
bimodal,521-wrf-1_53624,21983792,3513648,2596188,2889244,227093,76985,43640,155401,0.54,0.956667,501
bimodal,lua-1.7412_0,12020330,2368904,1621643,2188721,24913,3512,2112,21401,0.54,0.956667,680
bimodal,ren-par-mnemonics-jdk19-sveoff.175_0,24374837,4930507,3772140,4233088,466431,151323,81868,327180,0.54,0.956667,665
bimodal,nodejs-http2_4818,24791592,4954201,3248606,4259355,338646,113402,64278,233944,0.54,0.956667,646
bimodal,nodejs-streams_62455,23113567,4336817,3020331,3887797,374165,140734,75540,243848,0.54,0.956667,635
bimodal,dcapo-sunflow-jdk17.100_0,24196236,4348874,3194100,3716400,341005,98908,54628,249349,0.54,0.956667,585
bimodal,java16-dacapo-tradebeans-small_3649,21138139,4265578,2731811,3687641,281370,90140,50903,197387,0.54,0.956667,653
bimodal,nest-1.1681_0,12020330,872798,744972,1399698,148144,25034,12729,123112,0.54,0.956667,432
bimodal,gap-sssp-usroad.287_0,24202195,4201857,3832504,3120756,804460,84536,53503,719967,0.54,0.956667,519
bimodal,abc-2.9228_0,12020330,1870473,1645993,1716254,272994,45901,24090,229008,0.54,0.956667,557
bimodal,kd-2.556_0,12147321,3079855,2584434,2678658,454533,83810,42132,371489,0.54,0.956667,862
bimodal,526-blender-1_85073,21032586,3235698,2636220,2634731,543905,61442,24032,483285,0.54,0.956667,491
bimodal,lua-3.19933_0,12074950,2395089,1618170,2193588,38329,21912,19420,16444,0.54,0.956667,676
bimodal,ren-finagle-chirper-jdk17.2761_0,25217419,4553233,3253522,3750193,482188,223210,127062,271023,0.54,0.956667,568
bimodal,int_87,40000000,6725368,5021282,6552029,95323,25303,15853,70343,0.54,0.956667,610
bimodal,web_130,38999924,7524652,5458399,6184246,691731,145491,78929,558276,0.54,0.956667,607
bimodal,web_101,38999723,8319774,6002420,6573085,536067,95081,32185,443655,0.54,0.956667,645
bimodal,nodejs-https_3936,23282225,4334178,2843262,3874486,274443,99512,55524,183909,0.54,0.956667,623
bimodal,infra_32,39000015,9209090,6806761,5380819,118400,25848,12718,92574,0.54,0.956667,538
bimodal,ren-rx-scrabble-jdk17.949_0,24142505,4204158,3090618,3592111,331306,114488,61896,223296,0.54,0.956667,568
bimodal,int_13,39000051,6181414,4147408,6093814,173905,21629,11685,152355,0.54,0.956667,584
bimodal,snappy-bm-zflatall_435,24031218,2738621,2463608,2657709,478377,73169,48201,405219,0.54,0.956667,432
bimodal,ren-reactors-jdk17.15692_0,24039521,4199529,3449685,2691601,9428,1396,1148,8046,0.54,0.956667,443
bimodal,simpoint-1.87314_0,12020330,2443998,2392420,2842376,284634,62660,33372,223014,0.54,0.956667,903
bimodal,kd-1.867_0,12376869,2320747,1735456,1889781,258225,55309,25468,206859,0.54,0.956667,587
bimodal,sqlite-1.48861_0,12020330,2405221,1699370,2044817,214627,51158,27734,166612,0.54,0.956667,646
bimodal,int_62,40000000,5600175,3580391,6648115,380476,60788,31092,320763,0.54,0.956667,611
bimodal,java15-dacapo-tradesoap-small_8971,24032766,4862486,3404203,3927614,296857,89725,48771,212063,0.54,0.956667,621
bimodal,fp_11,39000015,3532716,3441209,4750722,137427,44529,22571,92911,0.54,0.956667,460
bimodalN,infra_22,39000015,8603674,5341815,5536575,210621,0,0,210621,0.99,0.99,61
bimodalN,web_74,38999880,7592759,5498498,4555813,415398,0,0,415398,0.99,0.99,58
bimodalN,xz-3.9139_0,12020330,2017963,1636913,1264667,226621,0,0,226621,0.99,0.99,58
bimodalN,minizinc-3.2615_0,12020330,2392038,1901193,1468652,339527,0,0,339527,0.99,0.99,70
bimodalN,int_145,38999986,7950777,6000454,4856565,761007,0,0,761007,0.99,0.99,66
bimodalN,ntest-1.168389_0,12021689,1125566,696507,832297,163654,0,0,163654,0.99,0.99,32
bimodalN,nodejs-zlib_3279,24372402,4913498,3778394,3123051,288897,0,0,288897,0.99,0.99,63
bimodalN,rsbench-1.730_0,12020330,1878857,1592730,1389822,418540,0,0,418540,0.99,0.99,66
bimodalN,web_205,13999869,2910301,2430106,1425354,204504,0,0,204504,0.99,0.99,61
bimodalN,nodejs-octane_3483,21042413,4929440,3567904,2824946,219485,0,0,219485,0.99,0.99,67
bimodalN,infra_61,39000015,6854482,4917623,6449889,112462,0,0,112462,0.99,0.99,64
bimodalN,fp_49,39000015,4194594,3367366,2810522,183955,0,0,183955,0.99,0.99,35
bimodalN,zstd-1.19139_0,12020330,1401438,1318427,686389,42531,0,0,42531,0.99,0.99,34
bimodalN,nodejs-misc-util_7039,21029396,7007229,7006091,2336621,129,0,0,129,0.99,0.99,86
bimodalN,web_94,38999983,8444681,6391384,4528465,304480,0,0,304480,0.99,0.99,60
bimodalN,infra_34,39000015,9011377,6886437,4292624,158393,0,0,158393,0.99,0.99,60
bimodalN,specjbb-48g-ir1000-msjdk11-64k.4880_0,24222715,4543668,3272306,2690688,248837,0,0,248837,0.99,0.99,55
bimodalN,gmsh-1.12469_0,12020330,1579397,1309223,951507,107200,0,0,107200,0.99,0.99,42
bimodalN,java16-specjbb-64k-bigmem_1126,20103484,3571226,2765148,2223549,217908,0,0,217908,0.99,0.99,56
bimodalN,int_37,39000043,5914900,5744845,2756596,275651,0,0,275651,0.99,0.99,46
bimodalN,ren-db-shootout-jdk11.3274_0,24184529,4815125,3460861,3111491,347052,0,0,347052,0.99,0.99,63
bimodalN,flightdm-5.7254_0,12020330,2450557,1527620,1700548,102363,0,0,102363,0.99,0.99,60
bimodalN,554-roms-1_62613,21032545,416102,358498,462033,14926,0,0,14926,0.99,0.99,8
bimodalN,brotli-1.6219_0,12023437,1763581,1526696,897236,110163,0,0,110163,0.99,0.99,44
bimodalN,web_97,38999747,7491997,5612003,4516181,381634,0,0,381634,0.99,0.99,58
bimodalN,nodejs-cluster_6968,25060615,5150499,3536173,2984014,84846,0,0,84846,0.99,0.99,55
bimodalN,snappy-unit_431,31331238,5235546,3980040,3409182,288402,0,0,288402,0.99,0.99,53
bimodalN,astcenc-1.39311_0,12023437,1272254,992550,947709,153015,0,0,153015,0.99,0.99,39
bimodalN,int_74,39000049,7708222,5522349,4869321,584648,0,0,584648,0.99,0.99,62
bimodalN,omnetpp-1.13962_0,12020330,2521932,1643115,1526987,136743,0,0,136743,0.99,0.99,60
bimodalN,xz-2.22921_0,12023437,2613655,2326145,1416628,149776,0,0,149776,0.99,0.99,69
bimodalN,infra_65,39000015,9448214,5772578,6989448,430785,0,0,430785,0.99,0.99,75
bimodalN,548-exchange2-1_207156,22029013,2924969,2734226,1609674,266885,0,0,266885,0.99,0.99,44
bimodalN,compress_44,40000000,9907543,9886297,9845838,20562,0,0,20562,0.99,0.99,105
bimodalN,ren-reactors-jdk17.6007_0,24250814,4323340,3385368,2358499,280966,0,0,280966,0.99,0.99,53
bimodalN,specjbb-32g-ir5000-jdk17-64k.4891_0,24353618,4743529,3323125,3169547,275819,0,0,275819,0.99,0.99,60
bimodalN,gmsh-1.30841_0,12090980,2321039,2089507,1320609,466312,0,0,466312,0.99,0.99,73
bimodalN,ren-page-rank-jdk17.4820_0,24053315,4764270,3421514,2736285,224804,0,0,224804,0.99,0.99,57
bimodalN,531-deepsjeng-1_53703,40000000,4855792,4102986,3007620,465562,0,0,465562,0.99,0.99,41
bimodalN,roms-1.109375_0,12020330,560122,453240,484995,3410,0,0,3410,0.99,0.99,16
bimodalN,nab-2.5470_0,12101459,1921031,1689377,1265564,262714,0,0,262714,0.99,0.99,59
bimodalN,web_174,18999057,3600582,2944118,1900188,205445,0,0,205445,0.99,0.99,56
bimodalN,python3-pyperf-mako_2447,21600775,4541779,3046862,2722846,157599,0,0,157599,0.99,0.99,59
bimodalN,gap-pr-silkroad.1803_0,20034530,3366460,2724886,1602759,309550,0,0,309550,0.99,0.99,49
bimodalN,tomcat-wrk2-shuffle.696_0,20010099,3842629,3039780,1917454,222892,0,0,222892,0.99,0.99,55
bimodalN,java16-specjbb-64k-ir1000.33193_0,21241481,3677295,2890493,1827339,258477,0,0,258477,0.99,0.99,50
bimodalN,java16-specjbb-4k.23837_0,21044474,2852429,2169370,1794631,175162,0,0,175162,0.99,0.99,42
bimodalN,specjbb-32g-ir5000-jdk17-64k.5030_0,24316398,4562907,3465404,2707548,283868,0,0,283868,0.99,0.99,57
bimodalN,ren-db-shootout-jdk11.4017_0,24071016,4284137,3591076,2262936,388872,0,0,388872,0.99,0.99,56
bimodalN,557-xz-all_129777,23041823,3363367,2933183,1723861,305905,0,0,305905,0.99,0.99,46
bimodalN,lua-3.25585_0,12072338,2395729,1615741,1657303,17058,0,0,17058,0.99,0.99,58
bimodalN,int_210,39000051,6000021,5073089,3642197,776502,0,0,776502,0.99,0.99,54
bimodalN,int_98,39000049,8957497,6920088,5165319,637569,0,0,637569,0.99,0.99,71
bimodalN,dcapo-tomcat-jdk11.9509_0,24804969,4508046,3427405,3000419,339508,0,0,339508,0.99,0.99,60
bimodalN,web_45,39000023,8526298,6050713,5381624,532737,0,0,532737,0.99,0.99,67
bimodalN,541-leela-1_110755,22032634,2831520,2614085,1601840,566325,0,0,566325,0.99,0.99,49
bimodalN,infra_46,39000015,9836291,6319051,6440140,404286,0,0,404286,0.99,0.99,73
bimodalN,dcapo-h2o-ai-jdk11.18311_0,24265626,4303977,3908285,1929724,149950,0,0,149950,0.99,0.99,50
bimodalN,dcapo-kafka-jdk8.524_0,24071219,4580714,3692877,2387170,211024,0,0,211024,0.99,0.99,55
bimodalN,int_32,40000000,5102581,4599725,3221453,644037,0,0,644037,0.99,0.99,47
bimodalN,int_158,39000051,10706060,8795471,5680833,555233,0,0,555233,0.99,0.99,82
bimodalN,ns3-1.1349_0,12020330,2372372,1500200,1388454,79055,0,0,79055,0.99,0.99,53
bimodalN,nodejs-cluster_10177,29060828,5861013,3856096,3578398,162569,0,0,162569,0.99,0.99,56
bimodalN,505-mcf-1_14364,21532610,2503458,2330259,1249268,306480,0,0,306480,0.99,0.99,39
bimodalN,compress_47,40000000,5307534,4900691,2557488,290623,0,0,290623,0.99,0.99,40
bimodalN,compress_41,40000000,5806602,5011852,3949987,341207,0,0,341207,0.99,0.99,50
bimodalN,505-mcf-1_45923,21528983,5326648,4878505,2958774,859904,0,0,859904,0.99,0.99,90
bimodalN,int_156,39000051,9698056,8736771,4957498,848174,0,0,848174,0.99,0.99,79
bimodalN,xz-1.2163_0,12020330,1736346,1444511,1222199,201729,0,0,201729,0.99,0.99,53
bimodalN,web_13,38999812,6424548,4803027,3553224,321357,0,0,321357,0.99,0.99,47
bimodalN,tomcat-wrk2-textrotate.3211_0,20010099,4390404,3222373,2354198,218983,0,0,218983,0.99,0.99,62
bimodalN,voronoi-boost-polygon_590,21029015,3915511,2720022,2409248,373628,0,0,373628,0.99,0.99,58
bimodalN,java16-specjbb-4k.1060_0,21090808,3476963,2908404,1700339,215020,0,0,215020,0.99,0.99,48
bimodalN,fp_13,39000015,6831724,6297189,4413999,954149,0,0,954149,0.99,0.99,66
bimodalN,fp_28,39000015,588384,584196,963749,38079,0,0,38079,0.99,0.99,9
bimodalN,infra_58,21011637,4866366,2919841,3603830,210219,0,0,210219,0.99,0.99,71
bimodalN,int_44,38999708,5918093,5052002,2511926,629959,0,0,629959,0.99,0.99,45
bimodalN,gmsh-5.4132_0,12186273,987266,789956,664890,156070,0,0,156070,0.99,0.99,30
bimodalN,tomcat-wrk2-panel.3289_0,21128093,3754742,2348684,2811966,161506,0,0,161506,0.99,0.99,55
bimodalN,media_5,19000046,2091734,1344724,1486373,85309,0,0,85309,0.99,0.99,33
bimodalN,508-namd-1_126793,21032551,1092882,945253,911163,90882,0,0,90882,0.99,0.99,20
bimodalN,rust-fasta-25M.612_0,24236459,6474647,5243751,3426816,365876,0,0,365876,0.99,0.99,80
bimodalN,mlpack-1.43027_0,12020330,1667221,1195417,931101,51073,0,0,51073,0.99,0.99,38
bimodalN,python3-pyperf-dulwich.2000_0,23866799,4666864,3070643,2853261,179849,0,0,179849,0.99,0.99,55
bimodalN,gcc-1.52513_0,12020330,2691258,2039371,1680214,199553,0,0,199553,0.99,0.99,71
bimodalN,compress_7,40000000,5357931,4672736,2904055,285894,0,0,285894,0.99,0.99,41
bimodalN,web_99,38999991,11326786,8546665,3932292,146773,0,0,146773,0.99,0.99,66
bimodalN,web_81,38999580,7955366,5828187,4916336,354615,0,0,354615,0.99,0.99,61
bimodalN,544-nab-1_133464,21029007,3693762,3423732,2342873,518530,0,0,518530,0.99,0.99,66
bimodalN,diamond-1.35035_0,12024477,659752,548594,405927,28864,0,0,28864,0.99,0.99,17
bimodalN,int_48,39000047,6575648,6321198,2960694,372673,0,0,372673,0.99,0.99,51
