# win,br,misp%,MPKI,extra%,i/blk,br/blk,true_blk%,bim%,T0%,T1%,T2%,T3%,T4%,T5%,T6%,T7%,T8%,T9%,T10%,T11%,T12%,T13%,alloc_ok%,acc_avg,alloc_avg,Tlast_evict,Tlast_zu%,Tlast_avgp,coll%,Tlast_used,win_stuck,win_hard,dir_misp%,bnd_misp%,micro_p50_mpki,micro_p95_mpki,phase_delta_avg,phase_max_delta,jaccard,pingpong,cf_fb_only%,cf_tage_only%,prov_no_tag%,prov_sec_rej%,prov_meta_alt%,prov_meta_pri%,prov_no_meta%,cf_sec_fb_acc%,cf_sec_tage_acc%,ben_rej%,ben_incr%,ben_decr%,ben_ctr_avg
36,100000,14.3,34.383,26.3,7.6,1.8,86.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.3,1021.4,1021.4,104,100.0,0.0,9.2,216,99,36,49.0,51.0,52.5,52.5,4.60,28.91,0.026,791,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
37,100000,11.8,28.285,21.5,7.6,1.8,88.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,1022.3,1022.3,31,100.0,0.0,8.0,150,89,27,47.2,52.8,52.5,52.5,3.96,15.62,0.522,1476,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
38,100000,12.9,30.419,24.1,7.9,1.9,87.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1017.5,1017.5,159,100.0,0.0,9.1,345,131,31,48.2,51.8,52.5,52.5,3.85,16.41,0.425,1305,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
39,100000,6.0,13.592,12.0,8.8,2.0,93.6,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,1012.3,1012.3,176,100.0,0.0,9.0,189,69,23,46.3,53.7,47.5,52.5,2.77,26.56,0.265,565,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
40,100000,7.9,16.765,15.3,9.1,1.9,91.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,1015.6,1015.6,347,100.0,0.0,4.6,241,37,15,43.1,56.9,52.5,52.5,3.25,20.31,0.066,724,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41,100000,15.0,26.695,30.7,11.5,2.0,84.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.7,831.0,831.9,1816,100.0,0.0,13.1,482,62,24,50.3,49.7,52.5,52.5,4.12,23.44,0.081,968,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
42,100000,11.2,21.673,22.1,10.2,2.0,89.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,1020.7,1021.8,63,100.0,0.0,11.9,229,104,38,52.6,47.4,52.5,52.5,4.33,30.08,0.267,716,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
43,100000,11.3,25.502,22.4,8.8,2.0,89.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,1021.9,1022.0,58,100.0,0.0,10.6,213,85,43,51.7,48.3,52.5,52.5,4.56,33.20,0.503,1323,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
44,100000,12.8,22.782,22.0,9.7,1.7,89.1,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1020.7,1020.7,147,100.0,0.0,9.0,323,85,46,50.6,49.4,52.5,52.5,3.99,23.44,0.105,674,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
45,100000,16.3,34.514,26.1,7.6,1.6,88.2,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,1018.0,1018.0,373,100.0,0.0,12.3,598,278,160,54.6,45.4,52.5,52.5,6.41,30.08,0.117,645,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
46,100000,7.6,17.814,15.3,8.6,2.0,92.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,1013.7,1013.7,431,100.0,0.0,12.3,447,147,43,50.1,49.9,47.5,52.5,3.63,37.11,0.127,409,0.000,0.000,100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000

